1345,9/15/11 0:00,0,,0,0,0
1345,9/15/11 0:00,,,0,0,0
1345,9/15/11 0:00,0,,0,0,0
1345,9/15/11 0:01,0,,0,0,0
1345,9/15/11 0:01,0,,0,0,0
1345,9/15/11 0:01,1,47,0,3,0
1345,9/15/11 0:02,0,,0,0,0
1345,9/15/11 0:02,0,,0,0,0
1345,9/15/11 0:02,1,66,1,2,0
1345,9/15/11 0:03,0,,0,0,0
1345,9/15/11 0:03,0,,0,0,0
1345,9/15/11 0:03,0,,0,0,0
1345,9/15/11 0:04,0,,0,0,0
1345,9/15/11 0:04,0,,0,0,0
1345,9/15/11 0:04,1,66,0,3,0
1345,9/15/11 0:05,0,,0,0,0
1345,9/15/11 0:05,1,67,1,2,0
1345,9/15/11 0:05,0,,0,0,0
1345,9/15/11 0:06,0,,0,0,0
1345,9/15/11 0:06,0,,0,0,0
1345,9/15/11 0:06,0,,0,0,0
1345,9/15/11 0:07,0,,0,0,0
1345,9/15/11 0:07,0,,0,0,0
1345,9/15/11 0:07,0,,0,0,0
1345,9/15/11 0:08,0,,0,0,0
1345,9/15/11 0:08,0,,0,0,0
1345,9/15/11 0:08,0,,0,0,0
1345,9/15/11 0:09,0,,0,0,0
1345,9/15/11 0:09,0,,0,0,0
1345,9/15/11 0:09,0,,0,0,0
1345,9/15/11 0:10,0,,0,0,0
1345,9/15/11 0:10,0,,0,0,0
1345,9/15/11 0:10,0,,0,0,0
1345,9/15/11 0:11,0,,0,0,0
1345,9/15/11 0:11,1,67,1,2,0
1345,9/15/11 0:11,2,55,2,2,0
1345,9/15/11 0:12,2,56,1,2,0
1345,9/15/11 0:12,0,,0,0,0
1345,9/15/11 0:12,3,64,3,2,0
1345,9/15/11 0:13,1,49,0,3,0
1345,9/15/11 0:13,0,,0,0,0
1345,9/15/11 0:13,0,,0,0,0
1345,9/15/11 0:14,0,,0,0,0
1345,9/15/11 0:14,0,,0,0,0
1345,9/15/11 0:14,1,49,0,3,0
1345,9/15/11 0:15,2,39,1,2,0
1345,9/15/11 0:15,0,,0,0,0
1345,9/15/11 0:15,0,,0,0,0
1345,9/15/11 0:16,0,,0,0,0
1345,9/15/11 0:16,0,,0,0,0
1345,9/15/11 0:16,0,,0,0,0
1345,9/15/11 0:17,3,64,2,2,0
1345,9/15/11 0:17,0,,0,0,0
1345,9/15/11 0:17,0,,0,0,0
1345,9/15/11 0:18,1,49,0,3,0
1345,9/15/11 0:18,0,,0,0,0
1345,9/15/11 0:18,0,,0,0,0
1345,9/15/11 0:19,0,,0,0,0
1345,9/15/11 0:19,0,,0,0,0
1345,9/15/11 0:19,0,,0,0,0
1345,9/15/11 0:20,1,67,0,3,0
1345,9/15/11 0:20,0,,0,0,0
1345,9/15/11 0:20,0,,0,0,0
1345,9/15/11 0:21,0,,0,0,0
1345,9/15/11 0:21,0,,0,0,0
1345,9/15/11 0:21,0,,0,0,0
1345,9/15/11 0:22,0,,0,0,0
1345,9/15/11 0:22,1,67,1,2,0
1345,9/15/11 0:22,0,,0,0,0
1345,9/15/11 0:23,0,,0,0,0
1345,9/15/11 0:23,0,,0,0,0
1345,9/15/11 0:23,1,63,1,2,0
1345,9/15/11 0:24,0,,0,0,0
1345,9/15/11 0:24,0,,0,0,0
1345,9/15/11 0:24,1,40,0,3,0
